Port_IDs,ROI,realizedProfit,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions,Score
3977234346014419201,0.03444804952072749,2427.29283086,,0.0,0.39759036144578314,33,83,
3978449781300392193,0.0021111437082778728,5888.656008800001,,-1201.6152300000003,0.4387755102040816,344,784,
3981810242465907713,0.00372731245281159,2836.47282999,,-345.51956995,0.11428571428571428,12,105,
3983074113875692800,0.019278545403528902,2424.8295199599997,,0.0,0.32558139534883723,14,43,
3986814617275053313,0.014365072464237936,16337.46188064,,-2.38194747,0.7822172200337648,2780,3554,
3988071780777702657,0.001405618299072317,3424.4699222000004,,-135.64724225,0.3731656184486373,890,2385,
3988187872032603905,0.004451863979811743,2599.76167062,,-1194.03312924,0.3266513936617029,1711,5238,
3988205565930333696,0.007495006498662122,3283.93800993,,-2247.36956996,0.38005390835579517,141,371,
3991414786174551297,0.02320118078210534,1787.98771569,,-372.96990000000005,0.2990353697749196,93,311,
3993014919980212480,0.0054807207625496325,3078.66301039,,-60.84000000000003,0.4762589928057554,331,695,
3993222640082269952,0.004287707558119967,1884.46844302,,-314.1775242200001,0.4645286686103013,1434,3087,
3994879592543698688,0.0010861968551642701,3658.7650624000003,,-175.48129108000012,0.552833078101072,361,653,
3995532094997544704,-0.0013320843784862008,-12346.6822186,,-14186.53546331,0.21401421252685507,1295,6051,
3996598927198996481,0.0066537431254962845,3509.04461888,,-160.68430590000025,0.368282600526118,980,2661,
3998572645139652353,0.0039953207227758965,9603.58535988,,-214.71515507000004,0.35714285714285715,95,266,
3998659472131949824,0.0023762518228909973,1449.32593976,,-2.842170943040401e-14,0.4897959183673469,72,147,
3999240873283311617,0.0073096745054317645,42574.47367879,,-300.8138484899973,0.5232198142414861,2366,4522,
3999845462424248576,0.00932917454259529,5843.15260681,,-325.76922958000023,0.4349005424954792,1443,3318,
4000222729738650369,0.014519673322588023,1803.62013328,,-151.89929740000002,0.5605427974947808,537,958,
4000877324693233921,1.7556107879923157e-05,-836.1005588599998,,-14683.615502149998,0.44859504132231404,2714,6050,
4002413037164645377,0.008378386850187004,3686.9697606,,-38.33630992999997,0.1857638888888889,107,576,
4004410127575640832,0.005636137381186969,2905.76386668,,-486.26961987000004,0.34516765285996054,175,507,
4004713168329653760,0.0049145775039160285,1667.19861,,0.0,0.07407407407407407,2,27,
4006366295148391425,0.007136085162626154,3018.5418057,,-688.0558008900002,0.17180616740088106,117,681,
4008537296438699777,0.008953911706848644,2330.8456453100002,,-550.8991161999998,0.4654205607476635,249,535,
4008711265867865600,0.003310861616028138,11298.70638977,,-509.54999999999995,0.4213197969543147,166,394,
4008804082027254529,0.0015713362450290775,3332.73345887,,-4879.948659969999,0.5405128205128205,527,975,
4012994295026226176,0.01734832416680778,2500.33664614,,-216.82089986000005,0.4003189792663477,251,627,
4013955990069013504,0.012609338909686782,1690.02704985,,-347.8586470500002,0.659217877094972,236,358,
4013978721149559808,0.008833394199389348,3778.87822398,,0.0,0.20748299319727892,61,294,
4014818740371615232,0.0013646273832792887,2013.64751009,,-94.40199994,0.20982986767485823,111,529,
